modello;pipeline_errore;classificatore;id_atto;file_name;golden_label;predetto;tipo_errore;len_testo_A;len_testo_B;indicatori_A;indicatori_B;snippet_A;snippet_B
gemma3_12b;A;naive_bayes;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;719;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco, in base alla legge regionale e alle competenze derivanti, stabilisce la nomina dei responsabili dei servizi di staff. Tale decisione segue l'approvazione del nuovo assetto organizzativo dell’Ente tramite deliberazione di Giunta Comunale, successivamente modificata. La Deliberazione di Giunta ha istituito un numero imprecisato di posizioni. L'atto mira a definire le responsabilità all'interno della struttura comunale. Si fa riferimento alla normativa regionale per la gestione delle materie non attribuite ad altri organi. Il provvedimento è adottato in virtù dei 
gemma3_12b;A;naive_bayes;0003;atto_3.pdf;Decreto;Ordinanza;decreto_non_riconosciuto;990;651;decreto, decreto sindacale, sindaco, consiglio;decreto, decreto sindacale, sindaco;"CITTÀ DI LECCE Decreto Sindacale N. 3 Data di registrazione: 20/02/2026 OGGETTO: CONFERIMENTO INCARICO RILASCIO C.I.E. IL SINDACO Visto il R.D. 18 giugno 1931, n. 773 - Approvazione del Testo Unico delle leggi di Pubblica Sicurezza, il quale, al comma 1° dell'art. 3, stabilisce che ""Il sindaco è tenuto a rilasciare alle persone aventi nel comune la loro residenza o la loro dimora una carta d'identità conforme al modello stabilito dal Ministero dell'interno; Visto il D.M. del 23 Dicembre 2015 recante ""Modalità tecniche di emissione della carta di identità elettronica""; Vista la Circolare n° 87/2017 del Ministero dell'Interno - Dipartimento affari interni e territoriali - avente ad oggetto la ";CITTÀ DI LECCE Decreto Sindacale N. 3 del 20/02/2026 OGGETTO: CONFERIMENTO INCARICO RILASCIO C.I.E. Considerando l'obbligo di rilasciare la carta d’identità ai residenti o dimoranti nel comune, come previsto dal Regio Decreto del 1931 e successive disposizioni ministeriali riguardanti le modalità tecniche per l'emissione della Carta di Identità Elettronica (C.I.E.). Il Sindaco conferisce un incarico relativo al rilascio di tale documento. L’atto si basa sulla necessità di adempiere agli obblighi previsti dalla normativa vigente in materia di identificazione personale. La decisione è presa in conformità alle direttive ministeriali sull'emission
gemma3_12b;A;naive_bayes;0012;atto_12.pdf;Decreto;DeliberaGiunta;decreto_non_riconosciuto;1022;732;decreto, sindaco, giunta;decreto, sindaco, giunta;"COMUNE DI BELLUNO DECRETO N.7 DEL 30/09/2025 COMUNALE IL SINDACO Visti: - gli art. 47 e 48 del testo unico degli Enti Locali d.lgs 18 agosto 2000, n. 267; - l'art. 35 dello statuto comunale, il quale recita: ""1. La Giunta è composta dal Sindaco e da un numero di Assessori stabilito dal Sindaco, non superiore al numero massimo previsto dalla Legge. 2. Gli Assessori debbono essere in possesso dei requisiti di compatibilità ed eleggibilità alla carica di Consigliere. 3. Per la rimozione delle cause di incompatibilità si applicano le norme stabilite dalla Legge per i Consiglieri comunali. 4. La parità di genere è assicurata a norma di Legge""; - l'art. 30 dello statuto comunale, il quale recita: ";COMUNE DI BELLUNO DECRETO N.7 del 30/09/2025 Oggetto: Nomina Assessore Comunale Considerando la necessità di completare la composizione della Giunta comunale, in conformità con gli articoli dello Statuto comunale relativi alla composizione e ai requisiti degli assessori, e facendo riferimento alle disposizioni del Testo Unico degli Enti Locali. Il Sindaco nomina un nuovo Assessore Comunale, assicurando parità di genere come previsto dalla legge. L'Assessore nominato deve possedere i requisiti di compatibilità ed eleggibilità previsti per i Consiglieri comunali. La decisione è presa nel rispetto delle norme statutarie e legislative vigenti. L’atto ha lo scopo di garantire la piena funzionalit
gemma3_12b;B;linear_svm;0020;atto_20.pdf;Determina;Decreto;assorbito_in_decreto;971;638;determina, determinazione;determina, determinazione, dirigente;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA DETERMINAZIONE DIRIGENZIALE Area Servizi alla persona N. 122 DEL 16/02/2026 OGGETTO: AREA SERVIZI ALLA PERSONA - AMMISSIONE E CONTESTUALE ASSEGNAZIONE CONTRIBUTI E VANTAGGI ECONOMICI A SOSTEGNO DI INIZIATIVE/ATTIVITA` REALIZZATE DA ENTI O ASSOCIAZIONI – ANNO 2026 I L D I R I G E N T E PREMESSO che: CONSIDERATE le modalità di erogazione e i criteri di assegnazione definiti dal suddetto Regolamento; VISTO l’Avviso Pubblico per la concessione di contributi e vantaggi economici a sostegno di iniziative/attività realizzati da enti o associazioni – anno 2026, approvato con Determinazione Dirigenziale n. 1145 del 23/12/2025; ";CITTÀ DI IMOLA DETERMINAZIONE DIRIGENZIALE N. 122 DEL 16/02/2026 OGGETTO: Ammissione e assegnazione di contributi economici a enti o associazioni per iniziative e attività – anno 2026 Il Dirigente, in riferimento al regolamento vigente e all'Avviso Pubblico approvato con determinazione n. 1145 del 23/12/2025, ha disposto l’ammissione a contributo di enti o associazioni che hanno presentato iniziative e attività. La decisione si basa sulle modalità di erogazione e sui criteri definiti dal regolamento. Viene dato atto della presentazione delle istanze. L'atto autorizza contestualmente l'assegnazione dei contributi economici previsti
gemma3_12b;B;linear_svm;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;970;653;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNE DI DIDO Città Metropolitana di Venezia C.A.P.30031 - Via Cairoli, 39 - 041.5121911 fax 041.410665 P.IVA 00655760270 C.F. 82001910270 AFFARI GENERALI, SEGRETERIA, PATRIMONIO E RISORSE UMANE ORDINANZA N. 78 DEL 19/05/2026 OGGETTO: VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare misure volte a contenere i costi, caratterizzate dalla riduzione dell'a";COMUNE DI IDOLO, Città Metropolitana di Venezia ORDINANZA N. 78 del 19/05/2026 OGGETTO: Orari di apertura al pubblico degli uffici comunali VISTO l'articolo 50 del D.Lgs. n. 267/2000, che attribuisce al Sindaco la responsabilità di coordinare gli orari di apertura degli uffici pubblici. CONSIDERATO il bisogno di ridurre la spesa pubblica attraverso una diminuzione dell'accesso ai servizi comunali. DATO ATTO della necessità di adeguamento degli orari per armonizzare i servizi con le esigenze degli utenti. DISPONE che verranno riorganizzati gli orari di apertura al pubblico degli uffici comunali, in linea con la riduzione della spesa pubblica e l'
gemma3_12b;B;linear_svm;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;719;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco, in base alla legge regionale e alle competenze derivanti, stabilisce la nomina dei responsabili dei servizi di staff. Tale decisione segue l'approvazione del nuovo assetto organizzativo dell’Ente tramite deliberazione di Giunta Comunale, successivamente modificata. La Deliberazione di Giunta ha istituito un numero imprecisato di posizioni. L'atto mira a definire le responsabilità all'interno della struttura comunale. Si fa riferimento alla normativa regionale per la gestione delle materie non attribuite ad altri organi. Il provvedimento è adottato in virtù dei 
gemma3_12b;B;linear_svm;0028;atto_28.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;967;673;dirigente, delibera;delibera, consiglio;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL'AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A ""CASA DEGLI EVENTI"" ALL'INTERNO DEL PERIMETRO DELL'AUTODROMO ENZO E DINO FERARRI - DITTA CON.AMI IL DIRIGENTE RICHIAMATA la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 ";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'allegato al piano urbanistico a seguito di una variazione approvata dal consiglio comunale. La modifica riguarda un progetto per la demolizione di edifici esistenti e la costruzione di una ""Casa degli Eventi"" all’interno dell'Autodromo Enzo e Dino Ferrari, presentato dalla ditta Con.ami. Tale variazione è stata ratificata con delibera consiliare n. 28 del 27/03/2025. L'aggiornamento si inserisce in un procedimento unico per la gestione urbanistica. Il provvedimento recepisce quindi le decisioni prese a livello comunale riguardo al piano di sviluppo. Si tratta di un atto amministrativo"
gemma3_12b;B;linear_svm;0059;atto_59.pdf;Decreto;Statuto;decreto_non_riconosciuto;944;589;decreto, sindaco, determina, determinazione, ordina, delibera, giunta;decreto, decreto sindacale, determina, ordina, delibera, giunta;"COMUNE DI VOLLA Protocollo N. 0039483 Decreto ENTRATA COMUNE DI VOLLA Giuliano di Costanzo Città Metropolitana di Napoli Via Aldo Moro, 1 DECRETO DEL SINDACO n. 36 del 30/12/2025 Premesso che: con Deliberazione di Giunta Comunale n. 9 del 25/01/2019, come modificata con successiva Deliberazione Commissariale, con i poteri della Giunta, n. 1 del 9/1/2025, si è proceduto alla rideterminazione della struttura organizzativa dell'Ente; con Verbale di Deliberazione del Commissario Straordinario con i poteri della Giunta n. 20 del 30/04/2025 e stata approvata una modifica della struttura organizzativa di questo Ente che prevede i seguenti settori: 1° SETTORE: AFFARI GENERALI, DEMOGRAFICI, ELETTORAL";"COMUNE DI VOLLA Decreto Sindacale n. 36 del 30/12/2025 Oggetto: Modifica della struttura organizzativa comunale. Premesso che la struttura organizzativa dell'Ente è stata rideterminata con Delibera di Giunta Comunale e successive modifiche, e successivamente approvata una sua modifica tramite Verbale del Commissario Straordinario. La modifica prevede l’organizzazione in due settori principali: Affari Generali, Demografici, Elettorale; Politiche Sociali, Scolastico, Cultura, Sport e Tempo Libero – Aree Attrezzate. Il presente decreto ha lo scopo di formalizzare tale riorganizzazione."
gemma3_12b;B;linear_svm;0116;atto_116.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;886;543;decreto, decreto sindacale;decreto, decreto sindacale;"COMUNE DI POLLENA TROCCHIA Città Metropolitana di Napoli DECRETO SINDACALE N. 16 DEL 18-06-2020 UFFICIO CONTENZIOSO Oggetto: Atto di Appello innanzi al Tribunale di Nola avverso e per la modifica della sentenza del Giudice di Pace di S. Anastasia n.2522/2019. Resistenza in giudizio. PREMESSO che: all’Ente è pervenuto atto di appello innanzi al Tribunale di Nola avverso e per la modifica della sentenza del Giudice di Pace di S. Anastasia n.2522/2019, promosso dalla società E. srl c/ Comune di Polena Trocchia + altri, acquisito al prot. gen. n. 4425 del 06.03.2020 ed iscritto a ruolo con RG n.1678/2020; il legale, che ha difeso l’ente nel giudizio di I grado, con pec del 06.03.2020 ha invitato";COMUNE DI POLLENA TROCCHIA, Città Metropolitana di Napoli DECRETO SINDACALE N. 16 del 18-06-2020 Oggetto: Atto di Appello avverso sentenza del Giudice di Pace di S. Anastasia n. 2522/2019. Premesso che è stato ricevuto un atto di appello dal Tribunale di Nola, promosso dalla società E. srl contro il Comune e altri soggetti, relativo a una precedente sentenza del Giudice di Pace. L'atto è stato acquisito con protocollo generale n. 4425 del 06.03.2020 ed iscritto a ruolo come RG n. 1678/2020. Il decreto autorizza la resistenza in giudizio.
gemma3_12b;B;logistic_regression;0020;atto_20.pdf;Determina;Decreto;assorbito_in_decreto;971;638;determina, determinazione;determina, determinazione, dirigente;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA DETERMINAZIONE DIRIGENZIALE Area Servizi alla persona N. 122 DEL 16/02/2026 OGGETTO: AREA SERVIZI ALLA PERSONA - AMMISSIONE E CONTESTUALE ASSEGNAZIONE CONTRIBUTI E VANTAGGI ECONOMICI A SOSTEGNO DI INIZIATIVE/ATTIVITA` REALIZZATE DA ENTI O ASSOCIAZIONI – ANNO 2026 I L D I R I G E N T E PREMESSO che: CONSIDERATE le modalità di erogazione e i criteri di assegnazione definiti dal suddetto Regolamento; VISTO l’Avviso Pubblico per la concessione di contributi e vantaggi economici a sostegno di iniziative/attività realizzati da enti o associazioni – anno 2026, approvato con Determinazione Dirigenziale n. 1145 del 23/12/2025; ";CITTÀ DI IMOLA DETERMINAZIONE DIRIGENZIALE N. 122 DEL 16/02/2026 OGGETTO: Ammissione e assegnazione di contributi economici a enti o associazioni per iniziative e attività – anno 2026 Il Dirigente, in riferimento al regolamento vigente e all'Avviso Pubblico approvato con determinazione n. 1145 del 23/12/2025, ha disposto l’ammissione a contributo di enti o associazioni che hanno presentato iniziative e attività. La decisione si basa sulle modalità di erogazione e sui criteri definiti dal regolamento. Viene dato atto della presentazione delle istanze. L'atto autorizza contestualmente l'assegnazione dei contributi economici previsti
gemma3_12b;B;logistic_regression;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;970;653;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNE DI DIDO Città Metropolitana di Venezia C.A.P.30031 - Via Cairoli, 39 - 041.5121911 fax 041.410665 P.IVA 00655760270 C.F. 82001910270 AFFARI GENERALI, SEGRETERIA, PATRIMONIO E RISORSE UMANE ORDINANZA N. 78 DEL 19/05/2026 OGGETTO: VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare misure volte a contenere i costi, caratterizzate dalla riduzione dell'a";COMUNE DI IDOLO, Città Metropolitana di Venezia ORDINANZA N. 78 del 19/05/2026 OGGETTO: Orari di apertura al pubblico degli uffici comunali VISTO l'articolo 50 del D.Lgs. n. 267/2000, che attribuisce al Sindaco la responsabilità di coordinare gli orari di apertura degli uffici pubblici. CONSIDERATO il bisogno di ridurre la spesa pubblica attraverso una diminuzione dell'accesso ai servizi comunali. DATO ATTO della necessità di adeguamento degli orari per armonizzare i servizi con le esigenze degli utenti. DISPONE che verranno riorganizzati gli orari di apertura al pubblico degli uffici comunali, in linea con la riduzione della spesa pubblica e l'
gemma3_12b;B;logistic_regression;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;719;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco, in base alla legge regionale e alle competenze derivanti, stabilisce la nomina dei responsabili dei servizi di staff. Tale decisione segue l'approvazione del nuovo assetto organizzativo dell’Ente tramite deliberazione di Giunta Comunale, successivamente modificata. La Deliberazione di Giunta ha istituito un numero imprecisato di posizioni. L'atto mira a definire le responsabilità all'interno della struttura comunale. Si fa riferimento alla normativa regionale per la gestione delle materie non attribuite ad altri organi. Il provvedimento è adottato in virtù dei 
gemma3_12b;B;logistic_regression;0028;atto_28.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;967;673;dirigente, delibera;delibera, consiglio;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL'AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A ""CASA DEGLI EVENTI"" ALL'INTERNO DEL PERIMETRO DELL'AUTODROMO ENZO E DINO FERARRI - DITTA CON.AMI IL DIRIGENTE RICHIAMATA la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 ";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'allegato al piano urbanistico a seguito di una variazione approvata dal consiglio comunale. La modifica riguarda un progetto per la demolizione di edifici esistenti e la costruzione di una ""Casa degli Eventi"" all’interno dell'Autodromo Enzo e Dino Ferrari, presentato dalla ditta Con.ami. Tale variazione è stata ratificata con delibera consiliare n. 28 del 27/03/2025. L'aggiornamento si inserisce in un procedimento unico per la gestione urbanistica. Il provvedimento recepisce quindi le decisioni prese a livello comunale riguardo al piano di sviluppo. Si tratta di un atto amministrativo"
gemma3_12b;B;logistic_regression;0116;atto_116.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;886;543;decreto, decreto sindacale;decreto, decreto sindacale;"COMUNE DI POLLENA TROCCHIA Città Metropolitana di Napoli DECRETO SINDACALE N. 16 DEL 18-06-2020 UFFICIO CONTENZIOSO Oggetto: Atto di Appello innanzi al Tribunale di Nola avverso e per la modifica della sentenza del Giudice di Pace di S. Anastasia n.2522/2019. Resistenza in giudizio. PREMESSO che: all’Ente è pervenuto atto di appello innanzi al Tribunale di Nola avverso e per la modifica della sentenza del Giudice di Pace di S. Anastasia n.2522/2019, promosso dalla società E. srl c/ Comune di Polena Trocchia + altri, acquisito al prot. gen. n. 4425 del 06.03.2020 ed iscritto a ruolo con RG n.1678/2020; il legale, che ha difeso l’ente nel giudizio di I grado, con pec del 06.03.2020 ha invitato";COMUNE DI POLLENA TROCCHIA, Città Metropolitana di Napoli DECRETO SINDACALE N. 16 del 18-06-2020 Oggetto: Atto di Appello avverso sentenza del Giudice di Pace di S. Anastasia n. 2522/2019. Premesso che è stato ricevuto un atto di appello dal Tribunale di Nola, promosso dalla società E. srl contro il Comune e altri soggetti, relativo a una precedente sentenza del Giudice di Pace. L'atto è stato acquisito con protocollo generale n. 4425 del 06.03.2020 ed iscritto a ruolo come RG n. 1678/2020. Il decreto autorizza la resistenza in giudizio.
gemma3_12b;B;naive_bayes;0020;atto_20.pdf;Determina;Decreto;assorbito_in_decreto;971;638;determina, determinazione;determina, determinazione, dirigente;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA DETERMINAZIONE DIRIGENZIALE Area Servizi alla persona N. 122 DEL 16/02/2026 OGGETTO: AREA SERVIZI ALLA PERSONA - AMMISSIONE E CONTESTUALE ASSEGNAZIONE CONTRIBUTI E VANTAGGI ECONOMICI A SOSTEGNO DI INIZIATIVE/ATTIVITA` REALIZZATE DA ENTI O ASSOCIAZIONI – ANNO 2026 I L D I R I G E N T E PREMESSO che: CONSIDERATE le modalità di erogazione e i criteri di assegnazione definiti dal suddetto Regolamento; VISTO l’Avviso Pubblico per la concessione di contributi e vantaggi economici a sostegno di iniziative/attività realizzati da enti o associazioni – anno 2026, approvato con Determinazione Dirigenziale n. 1145 del 23/12/2025; ";CITTÀ DI IMOLA DETERMINAZIONE DIRIGENZIALE N. 122 DEL 16/02/2026 OGGETTO: Ammissione e assegnazione di contributi economici a enti o associazioni per iniziative e attività – anno 2026 Il Dirigente, in riferimento al regolamento vigente e all'Avviso Pubblico approvato con determinazione n. 1145 del 23/12/2025, ha disposto l’ammissione a contributo di enti o associazioni che hanno presentato iniziative e attività. La decisione si basa sulle modalità di erogazione e sui criteri definiti dal regolamento. Viene dato atto della presentazione delle istanze. L'atto autorizza contestualmente l'assegnazione dei contributi economici previsti
gemma3_12b;B;naive_bayes;0080;atto_80.pdf;Ordinanza;Decreto;assorbito_in_decreto;970;653;sindaco, ordinanza, ordina;sindaco, ordinanza, ordina;"COMUNE DI DIDO Città Metropolitana di Venezia C.A.P.30031 - Via Cairoli, 39 - 041.5121911 fax 041.410665 P.IVA 00655760270 C.F. 82001910270 AFFARI GENERALI, SEGRETERIA, PATRIMONIO E RISORSE UMANE ORDINANZA N. 78 DEL 19/05/2026 OGGETTO: VISTO l'articolo 50, comma 7, del D.Lgs. n. 267/2000 e ss.mm.ii. ai sensi del quale il Sindaco coordina e riorganizza gli orari di apertura al pubblico degli uffici localizzati nel territorio, al fine di armonizzare l'espletamento dei servizi con le esigenze complessive e generali degli utenti; CONSIDERATO che, nell'ambito della più generale riduzione della spesa pubblica, occorre adottare misure volte a contenere i costi, caratterizzate dalla riduzione dell'a";COMUNE DI IDOLO, Città Metropolitana di Venezia ORDINANZA N. 78 del 19/05/2026 OGGETTO: Orari di apertura al pubblico degli uffici comunali VISTO l'articolo 50 del D.Lgs. n. 267/2000, che attribuisce al Sindaco la responsabilità di coordinare gli orari di apertura degli uffici pubblici. CONSIDERATO il bisogno di ridurre la spesa pubblica attraverso una diminuzione dell'accesso ai servizi comunali. DATO ATTO della necessità di adeguamento degli orari per armonizzare i servizi con le esigenze degli utenti. DISPONE che verranno riorganizzati gli orari di apertura al pubblico degli uffici comunali, in linea con la riduzione della spesa pubblica e l'
gemma3_12b;B;naive_bayes;0117;atto_117.pdf;Determina;Decreto;assorbito_in_decreto;989;719;sindaco, determina, determinazione, responsabile, delibera, giunta;sindaco, determina, determinazione, delibera, giunta;COMUNE DI FAVARA LIBERO CONSORZIO COMUNALE DI AGRIGENTO DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF IL SINDACO Del Comune, in virtù della competenza che gli deriva, ai sensi e per gli effetti dell’art. 13 della legge regionale 26 agosto 1992, n. 7, come modificato ed integrato dall’art. 41 della legge regionale 1 settembre 1993, n. 26, per tutte le materie non attribuite agli altri organi del Comune, Che con deliberazione di Giunta Comunale n. 31 del 09.04.2026, modificata con la Deliberazione di Giunta Municipale n. 34 del 14.04.2026, è stato approvato il nuovo assetto organizzativo dell’Ente e sono state istituite n. 10 Aree con p;COMUNE DI FAVARA DETERMINAZIONE SINDACALE Numero 30 del 20-04-2026 OGGETTO: NOMINA DEI RESPONSABILI DEI SERVIZI DI STAFF Il Sindaco, in base alla legge regionale e alle competenze derivanti, stabilisce la nomina dei responsabili dei servizi di staff. Tale decisione segue l'approvazione del nuovo assetto organizzativo dell’Ente tramite deliberazione di Giunta Comunale, successivamente modificata. La Deliberazione di Giunta ha istituito un numero imprecisato di posizioni. L'atto mira a definire le responsabilità all'interno della struttura comunale. Si fa riferimento alla normativa regionale per la gestione delle materie non attribuite ad altri organi. Il provvedimento è adottato in virtù dei 
gemma3_12b;B;naive_bayes;0028;atto_28.pdf;Decreto;DeliberaConsiglio;decreto_non_riconosciuto;967;673;dirigente, delibera;delibera, consiglio;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL'AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A ""CASA DEGLI EVENTI"" ALL'INTERNO DEL PERIMETRO DELL'AUTODROMO ENZO E DINO FERARRI - DITTA CON.AMI IL DIRIGENTE RICHIAMATA la deliberazione C.C. n. 28 del 27/03/2025 avente ad oggetto “Procedimento Unico art. 53 ";"CITTÀ DI IMOLA Atto monocratico n. 682 del 27/05/2025 OGGETTO: Aggiornamento dell'allegato al piano urbanistico a seguito di una variazione approvata dal consiglio comunale. La modifica riguarda un progetto per la demolizione di edifici esistenti e la costruzione di una ""Casa degli Eventi"" all’interno dell'Autodromo Enzo e Dino Ferrari, presentato dalla ditta Con.ami. Tale variazione è stata ratificata con delibera consiliare n. 28 del 27/03/2025. L'aggiornamento si inserisce in un procedimento unico per la gestione urbanistica. Il provvedimento recepisce quindi le decisioni prese a livello comunale riguardo al piano di sviluppo. Si tratta di un atto amministrativo"
