id_atto;tool;source_format;sequenza_blocchi
atto_4;opendataloader;json;ACQUISITI_PARERI > VISTO > VISTO > VISTO > VISTO > DATO_ATTO > DATO_ATTO > CONSIDERATO > VISTO > ACQUISITO > VISTO
atto_40;opendataloader;json;FORMULATO > TENUTO_CONTO > DATO_ATTO > ATTESO > INDIVIDUATO > PRECISATO > ACQUISITO
atto_41;opendataloader;json;FORMULATO > CONSIDERATO > PRESO_ATTO > VALUTATO > RICONOSCIUTO > ATTESO > RICONOSCIUTO > PRESO_ATTO > ACQUISITO > RILEVATO > VISTO
atto_42;opendataloader;json;PREMESSO > CONSIDERATO > RICORDATO > RITENUTO > PRECISATO > ATTESO > EVIDENZIATO > PRECISATO > DATO_ATTO > ATTESO > RITENUTO > RITENUTO > PRESO_ATTO > VISTO > VISTO > VISTO
atto_43;opendataloader;json;CONSIDERATO > PRESO_ATTO > RITENUTO > VISTO
atto_44;opendataloader;json;CONSIDERATO > CONSIDERATO > RITENUTO > VISTO
atto_45;opendataloader;json;RILEVATO > ATTESO > VISTO > DATO_ATTO
atto_46;opendataloader;json;CONSIDERATO > RITENUTO > VISTO
atto_47;opendataloader;json;PREMESSO > ESAMINATO > EVIDENZIATO > RITENUTO > RICHIAMATO
atto_48;opendataloader;json;RITENUTO > ACQUISITI_PARERI
atto_49;opendataloader;json;PREMESSO > RICHIAMATO > PRESO_ATTO > PRESO_ATTO > VERIFICATO > RICHIAMATO > INDIVIDUATO > PRESO_ATTO > VISTI_PARERI > RICHIAMATO
atto_5;opendataloader;json;PREMESSO > PREMESSO > RICHIAMATO > PRESO_ATTO > VISTO > VISTO > VISTO > VISTO > RITENUTO > VISTO
atto_50;opendataloader;json;PREMESSO > CONSIDERATO > PRESO_ATTO > VISTO > CONSIDERATO > PRESO_ATTO > VISTO > ACQUISITI_PARERI
atto_6;opendataloader;json;VISTO > CONSIDERATO > RITENUTO > VISTO > ACQUISITI_PARERI
atto_7;opendataloader;json;PREMESSO > VISTO > RICHIAMATO > RICHIAMATO > RITENUTO > VISTO > DATO_ATTO > CONSIDERATO > RILEVATO > DATO_ATTO > VISTO > RITENUTO > VISTO > RITENUTO
atto_8;opendataloader;json;CONSIDERATO > RITENUTO > VISTO > ACQUISITI_PARERI
atto_9;opendataloader;json;RICHIAMATO > VERIFICATO > VISTO > DATO_ATTO > ACQUISITO > RITENUTO > VISTO
