id_atto;tool;source_format;sequenza_blocchi
atto_34;opendataloader;markdown;PREMESSO > RITENUTO > VALUTATO > VISTI_PARERI > VISTO > DISPOSITIVO_DELIBERA
atto_35;opendataloader;markdown;PREMESSO > DATO_ATTO > EVIDENZIATO > CONSIDERATO > RITENUTO > ACQUISITI_PARERI > VISTO > VISTO > VISTO > DISPOSITIVO_DELIBERA
atto_36;opendataloader;markdown;UDITO > VISTO > VISTO > CONSIDERATO > CONSIDERATO > CONSIDERATO > CONSIDERATO > PRECISATO > PRECISATO > VISTO > VISTO > DATO_ATTO > TENUTO_CONTO > VISTO > ATTESO > VISTI_PARERI > VISTI_PARERI > VISTO > DISPOSITIVO_DELIBERA
atto_37;opendataloader;markdown;UDITO > RICHIAMATO > RICHIAMATO > VISTO > RICHIAMATO > CONSIDERATO > CONSIDERATO > RITENUTO > EVIDENZIATO > VISTI_PARERI > VISTI_PARERI > VISTO > DISPOSITIVO_DELIBERA
atto_38;opendataloader;markdown;FORMULATO > RILEVATO > PRECISATO > PREDISPOSTO > VISTO > DISPOSITIVO_PROPOSTA > RITENUTO > DATO_ATTO > ATTESO > DATO_ATTO > DISPOSITIVO_DELIBERA
atto_39;opendataloader;markdown;FORMULATO > DATO_ATTO > EVIDENZIATO > CONSIDERATO > VISTO > CONSIDERATO > RITENUTO > ACQUISITO > DISPOSITIVO_PROPOSTA > ATTESO > DATO_ATTO > DISPOSITIVO_DELIBERA
atto_4;opendataloader;markdown;ACQUISITI_PARERI > VISTO > VISTO > VISTO > VISTO > DATO_ATTO > DATO_ATTO > CONSIDERATO > VISTO > ACQUISITO > VISTO > DISPOSITIVO_DELIBERA
atto_40;opendataloader;markdown;FORMULATO > TENUTO_CONTO > DATO_ATTO > ATTESO > INDIVIDUATO > PRECISATO > ACQUISITO > DISPOSITIVO_PROPOSTA > DISPOSITIVO_DELIBERA
atto_41;opendataloader;markdown;FORMULATO > CONSIDERATO > PRESO_ATTO > VALUTATO > RICONOSCIUTO > ATTESO > RICONOSCIUTO > PRESO_ATTO > ACQUISITO > RILEVATO > VISTO > DISPOSITIVO_PROPOSTA > RITENUTO > DATO_ATTO > DATO_ATTO > DISPOSITIVO_DELIBERA
atto_42;opendataloader;markdown;PREMESSO > CONSIDERATO > RICORDATO > RITENUTO > PRECISATO > ATTESO > EVIDENZIATO > PRECISATO > DATO_ATTO > ATTESO > RITENUTO > RITENUTO > PRESO_ATTO > VISTO > VISTO > VISTO > DISPOSITIVO_DELIBERA
atto_43;opendataloader;markdown;CONSIDERATO > PRESO_ATTO > RITENUTO > VISTO > DISPOSITIVO_DELIBERA
atto_44;opendataloader;markdown;CONSIDERATO > CONSIDERATO > RITENUTO > VISTO > DISPOSITIVO_DELIBERA
atto_45;opendataloader;markdown;RILEVATO > ATTESO > VISTO > DATO_ATTO > DISPOSITIVO_DELIBERA
atto_46;opendataloader;markdown;CONSIDERATO > RITENUTO > VISTO > DISPOSITIVO_DELIBERA
atto_47;opendataloader;markdown;PREMESSO > ESAMINATO > EVIDENZIATO > RITENUTO > RICHIAMATO > DISPOSITIVO_DELIBERA
atto_48;opendataloader;markdown;PRECISATO > DATO_ATTO > RITENUTO > ACQUISITI_PARERI > DISPOSITIVO_DELIBERA
atto_49;opendataloader;markdown;PREMESSO > RICHIAMATO > PRESO_ATTO > PRESO_ATTO > VERIFICATO > RICHIAMATO > INDIVIDUATO > PRESO_ATTO > VISTI_PARERI > RICHIAMATO > DISPOSITIVO_DELIBERA
atto_5;opendataloader;markdown;PREMESSO > PREMESSO > RICHIAMATO > PRESO_ATTO > VISTO > VISTO > VISTO > VISTO > RITENUTO > VISTO > DISPOSITIVO_DELIBERA
atto_50;opendataloader;markdown;PREMESSO > CONSIDERATO > PRESO_ATTO > VISTO > CONSIDERATO > PRESO_ATTO > VISTO > ACQUISITI_PARERI > DISPOSITIVO_DELIBERA
atto_6;opendataloader;markdown;VISTO > CONSIDERATO > RITENUTO > VISTO > ACQUISITI_PARERI > DISPOSITIVO_DELIBERA
atto_7;opendataloader;markdown;PREMESSO > VISTO > RICHIAMATO > RICHIAMATO > RITENUTO > VISTO > DATO_ATTO > CONSIDERATO > RILEVATO > DATO_ATTO > VISTO > RITENUTO > DISPOSITIVO_PROPOSTA > VISTO > RITENUTO > DISPOSITIVO_DELIBERA
atto_8;opendataloader;markdown;CONSIDERATO > RITENUTO > VISTO > ACQUISITI_PARERI > DISPOSITIVO_DELIBERA
atto_9;opendataloader;markdown;RICHIAMATO > VERIFICATO > VISTO > DATO_ATTO > ACQUISITO > RITENUTO > VISTO > DISPOSITIVO_DELIBERA
