id_atto;tool;source_format;source_file;order;page;label_raw;role_norm;text;bbox;procedural_stop_pos;stop_detected;marker_detected;is_noise
atto_1;docling;json;atto_1.json;14;2;list_item;list_item;"-per la predisposizione delle linee guida del presente documento sono intervenute le indicazioni sia della CIVIT, ora ANAC, che dell'ANCI, che i Comuni possono prendere a riferimento per la redazione della Relazione sulla Performance;";"{""l"": 60.54999924, ""t"": 602.3590215340625, ""r"": 506.64399885999995, ""b"": 542.5472337252746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;15;2;list_item;list_item;"-la Relazione redatta in collaborazione con i vertici dell'Amministrazione va sottoposta alla Giunta per la sua approvazione, ai sensi dell'art. 10 del D. Lgs. n. 150/2009;";"{""l"": 60.54999924, ""t"": 537.9630101840626, ""r"": 506.64399885999995, ""b"": 494.25022139527465, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;16;2;list_item;list_item;"-con la Relazione sulla Performance si intendono rendicontare le attività poste in essere nel corso dell'anno ed i risultati ottenuti, portando a compimento il Ciclo di Gestione della Performance, così come codificato dal legislatore con l'art. 4 del D. Lgs. n. 150/2009 e con il D. Lgs. n. 74/2017, al fine di rendere trasparente l'azione amministrativa ed applicare i meccanismi premiali previsti dal decreto citato, tenendo in debita considerazione, in linea di principio, le indicazioni fornite dalla Commissione (CIVIT), ora ANAC, per rendere il Ciclo trasparente e leggibile, anche per ottenere la validazione del Nucleo di Valutazione;";"{""l"": 60.54999924, ""t"": 489.6660131140624, ""r"": 506.65599923999986, ""b"": 349.3592187452746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;17;2;section_header;heading;VISTO:;"{""l"": 42.54999924, ""t"": 328.6760228740625, ""r"": 80.27999924, ""b"": 317.1612349952745, ""coord_origin"": ""BOTTOMLEFT""}";;;VISTO;False
atto_1;docling;json;atto_1.json;18;2;list_item;list_item;"-la Deliberazione della Giunta Comunale n. 66 del 04.07.2019, con cui è stato approvato il nuovo regolamento per la misurazione, la valutazione e la trasparenza della performance ex D. Lgs. 27 ottobre 2009, n. 150, adeguato al D. Lgs. n. 74/17;";"{""l"": 60.54999924, ""t"": 312.5770238540624, ""r"": 506.64399885999995, ""b"": 252.7652360452746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;19;2;list_item;list_item;"-i Decreti sindacali di nomina delle Elevate Qualificazioni, in atti;";"{""l"": 60.54999924, ""t"": 248.1809972440625, ""r"": 445.4919988599999, ""b"": 236.66620936527454, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;20;2;list_item;list_item;"-la Deliberazione della Giunta Comunale n. 127 del 28.12.2023, con cui è stato approvato il vigente Contratto Collettivo Integrativo (Normativo) del personale del comparto del Comune di Ausonia;";"{""l"": 60.54999924, ""t"": 232.08199821406254, ""r"": 506.65599923999997, ""b"": 188.36920942527468, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;21;2;list_item;list_item;"-la Deliberazione consiliare n. 1 del 20.01.2025, con la quale è stato approvato il DUP per l'esercizio 2025/2027;";"{""l"": 60.54999924, ""t"": 183.78500114406245, ""r"": 501.15, ""b"": 156.17121138527455, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;22;2;list_item;list_item;"-la Deliberazione consiliare n. 3 del 20.01.2025, con la quale è stato approvato Bilancio di Previsione per l'esercizio 2025/2027;";"{""l"": 60.54999924, ""t"": 151.58700310406255, ""r"": 501.15, ""b"": 123.97321334527464, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;23;2;list_item;list_item;"-la Deliberazione della Giunta Comunale n. 8 del 20.01.2025, di approvazione del PEG per l'esercizio 2025/2027;";"{""l"": 60.54999924, ""t"": 119.38900505406252, ""r"": 500.5479999999999, ""b"": 91.77521529527462, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;24;2;list_item;list_item;-la Deliberazione della Giunta Comunale n. 42 del 14.04.2025, con la quale è stato approvato il Piano Integrato di Attività ed Organizzazione (PIAO) 2025/2027, ai sensi dell'art. 6 del D.L. n. 80/2021, convertito con;"{""l"": 60.54999924, ""t"": 87.1910070040625, ""r"": 500.55199923999993, ""b"": 43.47821821527464, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;25;2;section_header;heading;LA GIUNTA COMUNALE;"{""l"": 190.01200486000002, ""t"": 795.5470250740625, ""r"": 359.18800486000004, ""b"": 784.0322371952745, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;26;3;text;text;"modificazioni dalla Legge 113/2021, contenente, tra l'altro, il piano triennale dei fabbisogni del personale 2025/2027, il relativo programma delle assunzioni e la Sottosezione 2.2 sulla Performance, contenente la programmazione degli obiettivi e degli indicatori di performance di efficienza e di efficacia i cui esiti dovranno essere rendicontati nella presente relazione;";"{""l"": 128.15000153, ""t"": 795.5470250740625, ""r"": 550.15200153, ""b"": 703.5372354052746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;27;3;list_item;list_item;"-la Deliberazione consiliare n. 6 dell'11.04.2026, di approvazione del rendiconto dell'esercizio finanziario dell'anno 2025;";"{""l"": 110.15000153, ""t"": 698.9530233040625, ""r"": 550.1480022899999, ""b"": 671.3392335452746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;28;3;text;text;"VISTA l'allegata relazione sulla performance anno 2025, parte integrante e sostanziale del presente provvedimento;";"{""l"": 92.15000153, ""t"": 650.6560186040625, ""r"": 556.25000153, ""b"": 623.0422288452746, ""coord_origin"": ""BOTTOMLEFT""}";;;VISTO;False
atto_1;docling;json;atto_1.json;29;3;section_header;heading;CONSIDERATO che:;"{""l"": 92.15000153, ""t"": 602.3590215340625, ""r"": 190.12200152999998, ""b"": 590.8442336552746, ""coord_origin"": ""BOTTOMLEFT""}";;;CONSIDERATO;False
atto_1;docling;json;atto_1.json;30;3;list_item;list_item;"-gli obiettivi che l'Amministrazione ha inteso perseguire nell'anno 2025 si ritengono sostanzialmente raggiunti e sono strettamente legati alla premialità, ossia alla distribuzione delle risorse derivanti dal Fondo delle risorse destinato alla produttività in base ai criteri di programmazione e valutazione sopra illustrati;";"{""l"": 110.15000153, ""t"": 586.2600225140625, ""r"": 556.24400115, ""b"": 510.34923186527453, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;31;3;list_item;list_item;"-con la relazione sulla performance si intende favorevolmente adempiuto anche al Controllo di Gestione, come previsto dall'art. 7 e segg. del regolamento comunale sul sistema dei controlli interni ex D.L. 10.10.2012, n. 174, convertito in L. 07.12.2012, n. 213;";"{""l"": 110.15000153, ""t"": 505.76501213406243, ""r"": 556.2560015299999, ""b"": 445.95322432527456, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;32;3;list_item;list_item;"-ai sensi dell'art. 14, comma 4, lettera c), e comma 6, del D. Lgs. n. 150/2009, la relazione dovrà essere validata dal Nucleo di Valutazione quale condizione inderogabile per l'accesso agli strumenti premiali di cui al Titolo III del decreto in oggetto;";"{""l"": 110.15000153, ""t"": 441.36901604406245, ""r"": 556.2440011499998, ""b"": 381.5572282352746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;33;3;list_item;list_item;"-con decreto sindacale n. 2/2025 del 01/04/2025, ai sensi dell'art. 7 del vigente regolamento comunale sull'ordinamento degli uffici e dei servizi, per i compiti in esso contemplati e per le competenze previste da altre norme di legge, è stato nominato il Nucleo di Valutazione esterno dell'Ente, in forma monocratica, nella persona del Dott. Lucio Migliorelli;";"{""l"": 110.15000153, ""t"": 376.97301994406246, ""r"": 556.25600153, ""b"": 301.0622292952746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;34;3;section_header;heading;ATTESO che:;"{""l"": 92.15000153, ""t"": 280.3789952840625, ""r"": 159.01400153, ""b"": 268.86420740527456, ""coord_origin"": ""BOTTOMLEFT""}";;;ATTESO;False
atto_1;docling;json;atto_1.json;35;3;list_item;list_item;"-i responsabili di settore dell'ente titolari di incarichi di Elevata Qualificazione, ai sensi del vigente regolamento sul sistema di misurazione e valutazione della performance hanno redatto le schede di valutazione del personale dipendente, in atti;";"{""l"": 110.15000153, ""t"": 264.27999626406245, ""r"": 556.2440011499998, ""b"": 204.46820845527452, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;36;3;list_item;list_item;"-il Nucleo di Valutazione del Comune di Ausonia, con proprio verbale del 16/06/2026, acquisto al protocollo generale dell'ente al n. 3914 del 18/06/2026, ai sensi del vigente regolamento sul sistema di misurazione e valutazione della performance, ha trasmesso la proposta di graduatoria della valutazione della performance dei responsabili di settore dell'ente titolari di incarichi di Elevata Qualificazione relativa all'anno 2025;";"{""l"": 110.15000153, ""t"": 199.88400017406252, ""r"": 556.25600153, ""b"": 107.87421050527462, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;37;3;list_item;list_item;"-da dette schede di valutazione emerge un complessivo esito positivo di valutazione del personale dipendente, in particolare dei responsabili di settore titolari di incarichi di Elevata Qualificazione, in linea con gli obiettivi prefissati per l'anno 2025 ed i rispettivi risultati ATTESI e raggiunti;";"{""l"": 110.15000153, ""t"": 103.29000603406246, ""r"": 556.24400115, ""b"": 43.47821822527453, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;38;4;list_item;list_item;"-il Sindaco ha avallato le valutazioni dei responsabili di settore titolari di incarichi di Elevata Qualificazione e quelle rese da Nucleo di Valutazione per questi ultimi, in quanto si ritengono sostanzialmente raggiunti gli obiettivi che l'Amministrazione ha inteso perseguire nell'anno 2025;";"{""l"": 60.54999924, ""t"": 795.5470250740625, ""r"": 506.64399885999995, ""b"": 735.7352372652746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;39;4;text;text;"RITENUTO, pertanto, di dover provvedere ad approvare, ai sensi dell'art. 10 del D. Lgs. n. 150/2009, l'allegata relazione sulla performance relativa all'anno 2025, parte integrante e sostanziale del presente provvedimento, e di trasmetterla, ai sensi dell'art. 14, comma 4, lettera c), e comma 6, del D. Lgs. 150/2009, al Nucleo di Valutazione per la relativa validazione, quale condizione inderogabile per l'accesso agli strumenti premiali di cui al Titolo III del decreto in oggetto, oltre che all' ANAC ai sensi dell'art. 10 del D. Lgs. 150/2009;";"{""l"": 42.54999924, ""t"": 715.0520223240625, ""r"": 506.64999923999994, ""b"": 606.9432336252746, ""coord_origin"": ""BOTTOMLEFT""}";;;RITENUTO;False
atto_1;docling;json;atto_1.json;40;4;text;text;"VISTI i pareri favorevoli di regolarità tecnica e contabile espressi, rispettivamente, dal responsabile del Settore amministrativo e dal Responsabile del servizio finanziario ai sensi dell'art. 49 del D. Lgs. 18.08.2000, n. 267;";"{""l"": 42.54999924, ""t"": 586.2600225140625, ""r"": 506.64999924000017, ""b"": 542.5472337252746, ""coord_origin"": ""BOTTOMLEFT""}";;;VISTI_PARERI;False
atto_1;docling;json;atto_1.json;41;4;text;text;"Con votazione unanime e favorevole resa in forma palese;";"{""l"": 42.54999924, ""t"": 521.8640111540625, ""r"": 371.81599924000005, ""b"": 510.3492232752746, ""coord_origin"": ""BOTTOMLEFT""}";0.0;;;False
atto_1;docling;json;atto_1.json;42;4;section_header;heading;DELIBERA;"{""l"": 236.28399277, ""t"": 489.6660131140624, ""r"": 312.91999276999996, ""b"": 478.1512252352746, ""coord_origin"": ""BOTTOMLEFT""}";;DELIBERA;DELIBERA;False
atto_1;docling;json;atto_1.json;43;4;list_item;list_item;"Di considerare la PREMESSA narrativa parte integrante e sostanziale del presente provvedimento;";"{""l"": 60.54999924, ""t"": 457.46801506406246, ""r"": 506.64399886000007, ""b"": 429.8542253052746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;44;4;list_item;list_item;"Di approvare, ai sensi dell'art. 10 del D. Lgs. 150/2009, l'allegata relazione sulla performance relativa all'anno 2025, parte integrante e sostanziale del presente provvedimento;";"{""l"": 60.54999924, ""t"": 409.1710179940624, ""r"": 506.64399885999995, ""b"": 365.45822920527456, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;45;4;list_item;list_item;"Di trasmettere, ai sensi dell'art. 14, comma 4, lettera c), e comma 6, del D. Lgs. n. 150/2009, la suddetta relazione al Nucleo di Valutazione, per la relativa validazione, quale condizione inderogabile per l'accesso agli strumenti premiali di cui al Titolo III del Decreto in oggetto, oltre che all' ANAC ai sensi dell'art. 10 del D. Lgs. n. 150/2009;";"{""l"": 60.54999924, ""t"": 344.77502190406244, ""r"": 506.6439988599997, ""b"": 268.8642312552746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;46;4;list_item;list_item;"Di dare ATTO che con la relazione sulla performance si intende favorevolmente adempiuto anche al Controllo di Gestione, come previsto dagli art. 7 e segg. del vigente regolamento comunale sul sistema dei controlli interni ex D.L. 10.10.2012, n. 174, conv. in L. 07.12.2012, n. 213;";"{""l"": 60.54999924, ""t"": 248.1809972440625, ""r"": 506.65599924, ""b"": 188.36920943527457, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;47;4;list_item;list_item;Di pubblicare la presente deliberazione all'albo pretorio del Comune e sulla pagina dell'Amministrazione Trasparente - Sottosezione 'Performance'.;"{""l"": 60.54999924, ""t"": 167.6860021240625, ""r"": 506.6439988599999, ""b"": 140.0722123652746, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;48;4;text;text;Con separata votazione, ad esito favorevole ed unanime, in considerazione della rivestita urgenza, la presente deliberazione viene resa immediatamente eseguibile ai sensi dell'art. 134, comma 4, del D. Lgs. n. 267/2000.;"{""l"": 42.54999924, ""t"": 119.38900505406252, ""r"": 506.64999924000006, ""b"": 75.67621626527466, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;49;6;text;text;Letto, confermato e sottoscritto.;"{""l"": 42.54999924, ""t"": 772.6320258740625, ""r"": 185.39999924000003, ""b"": 763.7947662055542, ""coord_origin"": ""BOTTOMLEFT""}";;;;True
atto_1;docling;json;atto_1.json;50;6;text;text;IL Sindaco f.to Dott. Benedetto CARDILLO;"{""l"": 85.52000046, ""t"": 749.6340266840625, ""r"": 227.26000046000001, ""b"": 729.2977674155542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;51;6;text;text;IL Segretario Comunale f.to Dott. Erminio VERNILE;"{""l"": 330.68099595, ""t"": 749.6340266840625, ""r"": 453.50099594999995, ""b"": 729.2977674155542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;52;6;text;text;______________________________;"{""l"": 71.57699966999999, ""t"": 715.1370278940625, ""r"": 241.20699967000004, ""b"": 706.2997682255542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;53;6;text;text;______________________________;"{""l"": 307.27699662, ""t"": 715.1370278940625, ""r"": 476.90699662000003, ""b"": 706.2997682255542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;54;6;text;text;Il sottoscritto Segretario Comunale, VISTI gli atti di ufficio:;"{""l"": 77.94999924, ""t"": 656.1420184740625, ""r"": 328.04999924, ""b"": 647.3047588055542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;55;6;section_header;heading;ATTESTA;"{""l"": 249.79600144, ""t"": 633.1440326340625, ""r"": 298.68600144, ""b"": 624.3067729655542, ""coord_origin"": ""BOTTOMLEFT""}";;ATTESTA;ATTESTA;False
atto_1;docling;json;atto_1.json;56;6;text;text;Che la presente deliberazione:;"{""l"": 42.54999924, ""t"": 610.1460315340624, ""r"": 180.96999924000002, ""b"": 601.3087718655541, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;57;6;checkbox_selected;other; viene dichiarata immediatamente eseguibile (art. 134, 4° comma del D. Lvo 267/2000);"{""l"": 42.54999924, ""t"": 577.4790222540624, ""r"": 447.4999984799998, ""b"": 566.3790222540624, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;58;6;checkbox_unselected;other; è divenuta esecutiva il 18-06-2026;"{""l"": 42.54999924, ""t"": 554.4810211540625, ""r"": 218.94999848000006, ""b"": 543.3810211540625, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;59;6;checkbox_selected;other; viene comunicata in elenco ai Capigruppo Consiliari (art. 125);"{""l"": 42.54999924, ""t"": 519.9840118840625, ""r"": 339.5499984799999, ""b"": 508.8840118840625, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;60;6;text;text;IL Segretario Comunale f.to Dott. Erminio VERNILE;"{""l"": 212.83100367, ""t"": 495.15602604406246, ""r"": 335.65100366999997, ""b"": 474.81976677555417, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;61;6;text;text;______________________________;"{""l"": 189.42700053, ""t"": 460.6590272540625, ""r"": 359.05700053000004, ""b"": 451.8217675855542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;62;6;text;text;Il sottoscritto responsabile del servizio delle pubblicazioni;"{""l"": 42.54999924, ""t"": 401.6640216440625, ""r"": 298.23999924000003, ""b"": 392.8267619755542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;63;6;section_header;heading;ATTESTA;"{""l"": 250.34699631, ""t"": 378.66603580406246, ""r"": 298.13699631, ""b"": 369.82877613555416, ""coord_origin"": ""BOTTOMLEFT""}";;ATTESTA;ATTESTA;False
atto_1;docling;json;atto_1.json;64;6;text;text;Che la presente deliberazione è stata pubblicata, in DATA odierna, per 15 giorni consecutivi dal 18-06- 2026 al 03-07-2026 al numero 387 nel sito web istituzionale di questo Comune accessibile al pubblico al portale www.comunediausonia.it (art. 32, comma 1, della legge 18 giugno 2009, n. 69).;"{""l"": 42.54999924, ""t"": 355.66801944406245, ""r"": 505.92999924000003, ""b"": 323.83276153555414, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;65;6;text;text;Dalla Residenza Municipale, lì 18-06-2026;"{""l"": 42.54999924, ""t"": 298.17302433406246, ""r"": 233.2099992400001, ""b"": 289.33576466555417, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;66;6;text;text;IL Responsabile Procedimento Pubblicazione f.to Sig. Onofrio CORENO;"{""l"": 164.77399588999998, ""t"": 275.1750079740625, ""r"": 383.7039958900001, ""b"": 254.83874870555428, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;67;6;text;text;______________________________;"{""l"": 189.42699671999998, ""t"": 240.6780091840625, ""r"": 359.05699672000003, ""b"": 231.8407495155542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;68;6;text;text;__________________________________________________________________________________;"{""l"": 42.54999924, ""t"": 194.68202701406244, ""r"": 501.37999924, ""b"": 185.84476734555415, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;69;6;text;text;Copia conforme all'originale, in carta libera per uso amministrativo.;"{""l"": 92.20000077, ""t"": 171.6840411740625, ""r"": 390.11000077000006, ""b"": 162.8467815055542, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;70;6;text;text;Dalla Residenza Municipale, li 18-06-2026;"{""l"": 92.20000077, ""t"": 148.68605533406242, ""r"": 282.3100007700001, ""b"": 139.84879566555412, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;71;6;text;text;IL Segretario Comunale;"{""l"": 266.40199519000004, ""t"": 125.68800846406248, ""r"": 381.43199519000007, ""b"": 116.85074879555418, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;72;6;text;text;Dott. Erminio VERNILE;"{""l"": 270.84299708000003, ""t"": 114.18900886406243, ""r"": 376.98299708, ""b"": 105.35174919555425, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_1;docling;json;atto_1.json;73;6;text;text;______________________________;"{""l"": 239.10199595, ""t"": 91.19100967406246, ""r"": 408.73199595000006, ""b"": 82.35375000555416, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_10;docling;json;atto_10.json;1;1;picture;figure;[figure];"{""l"": 59.21914291381836, ""t"": 792.6263580322266, ""r"": 101.5780258178711, ""b"": 729.0792922973633, ""coord_origin"": ""BOTTOMLEFT""}";;;;True
atto_10;docling;json;atto_10.json;2;1;text;text; P.zza Asproni - 08021  0784 41 80 20 fax 0784 41 43 08;"{""l"": 56.664, ""t"": 703.6188229101563, ""r"": 141.23, ""b"": 677.5892629101563, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_10;docling;json;atto_10.json;3;1;section_header;heading;DELIBERAZIONE DELLA GIUNTA COMUNALE;"{""l"": 116.9, ""t"": 661.1849029101563, ""r"": 482.41, ""b"": 647.7606083647017, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_10;docling;json;atto_10.json;4;1;table;table;[table];"{""l"": 42.160335540771484, ""t"": 627.6868133544922, ""r"": 569.9047241210938, ""b"": 594.1407012939453, ""coord_origin"": ""BOTTOMLEFT""}";;;;True
atto_10;docling;json;atto_10.json;5;1;text;text;L'anno duemilaventisei, addì 04 del mese di Giugno alle ore 20:00 nella sala delle adunanze del Comune suddetto, convocata regolarmente la Giunta Municipale, si è la medesima riunita nelle persone seguenti:;"{""l"": 63.744, ""t"": 580.6599829101563, ""r"": 526.1077599999999, ""b"": 559.5399829101563, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
atto_10;docling;json;atto_10.json;6;1;table;table;[table];"{""l"": 60.513031005859375, ""t"": 548.7622375488281, ""r"": 546.0728759765625, ""b"": 452.7994689941406, ""coord_origin"": ""BOTTOMLEFT""}";;;;True
atto_10;docling;json;atto_10.json;7;1;text;text;"La verifica della regolarità della seduta, svolta secondo le modalità STABILITE nel decreto n. 2 del 05/05/2020, in base alla previsione dell'art. 73, del D.L: 17 marzo 2020, n. 18, è stata operata dal Segretario Comunale Dott. Zanzarella Vincenzo Presiede il Sig. Giuseppe Ciccolini nella sua qualità di Sindaco;";"{""l"": 56.664, ""t"": 439.1599829101563, ""r"": 540.8224799999999, ""b"": 406.39998291015627, ""coord_origin"": ""BOTTOMLEFT""}";;;;False
