id_documento;insieme;annotato;regione;comune;numero_delibera;data_delibera;nome_file;percorso_relativo;sha256;id_precedente;nome_precedente
GOLD_0014;GOLDEN;1;;;;;GOLD_0014.pdf;Delibere golden\GOLD_0014.pdf;6372187c053800fdbbef970b5c7c572cef8e09885ff77f6b08a733c6ab1e3890;ATTO_064;atto_64.PDF
GOLD_0015;GOLDEN;1;;;;;GOLD_0015.pdf;Delibere golden\GOLD_0015.pdf;9edb4f3440a9b45d84e670d86c34e19851b1e26ab8480eb6a3ac5dc90f2c1f8f;ATTO_065;atto_65.pdf
GOLD_0016;GOLDEN;1;;;;;GOLD_0016.pdf;Delibere golden\GOLD_0016.pdf;6cef712e1e24787f3b2a68a3f377e1ce46f75c2daf721743347b102db370cd6f;ATTO_066;atto_66.pdf
GOLD_0017;GOLDEN;1;;;;;GOLD_0017.pdf;Delibere golden\GOLD_0017.pdf;a632fa8ef65e2921f8799be46ff566094cfebded033652b891f4f2e0f59d21c6;ATTO_067;atto_67.pdf
GOLD_0018;GOLDEN;1;;;;;GOLD_0018.pdf;Delibere golden\GOLD_0018.pdf;caf9dea409ac39f82464f1ebf445bab7f7bccc072307bcd12d9c8a7e06bd5890;ATTO_068;atto_68.pdf
GOLD_0019;GOLDEN;1;;;;;GOLD_0019.pdf;Delibere golden\GOLD_0019.pdf;808f9d5b960a739b2d5971de0b0ebe0270ec385525ca8d2edf307ccdbb86224f;ATTO_069;atto_69.pdf
GOLD_0020;GOLDEN;1;;;;;GOLD_0020.pdf;Delibere golden\GOLD_0020.pdf;07fd192c8708fc8dccc4efe86e88a28a84569d4b0c9359928a1795fa0704e28a;ATTO_070;atto_70.pdf
GOLD_0021;GOLDEN;1;;;;;GOLD_0021.pdf;Delibere golden\GOLD_0021.pdf;3ddd5d4083f6f39073d13a7cf12098bcf61c1be74221fca7005a31195d11df79;ATTO_071;atto_71.pdf
GOLD_0022;GOLDEN;1;;;;;GOLD_0022.pdf;Delibere golden\GOLD_0022.pdf;1151b9c9ab339915aa344031d48becdfbe9a42eba5072bb22d8a2087dd41e666;ATTO_072;atto_72.pdf
GOLD_0023;GOLDEN;0;;;;;GOLD_0023.pdf;Delibere golden\GOLD_0023.pdf;491d18c6003efc926cfa1411af80a7b54c6b5e6c3f6be8f71e3d338b6100f7a6;ATTO_073;atto_73.pdf
GOLD_0024;GOLDEN;0;;;;;GOLD_0024.pdf;Delibere golden\GOLD_0024.pdf;ef94d260a2e645b18e933b4b9325eecc70c43c2b09433e6d33a9de02b10465ef;ATTO_074;atto_74.pdf
GOLD_0025;GOLDEN;0;;;;;GOLD_0025.pdf;Delibere golden\GOLD_0025.pdf;0c9e95b242c08608bbab0660dfab071a75a7820d33673ae1812b9aa4e3aa449a;ATTO_075;atto_75.pdf
GOLD_0026;GOLDEN;0;;;;;GOLD_0026.pdf;Delibere golden\GOLD_0026.pdf;e866d8a86ea2144ca89e809df50c75a87eea9631189d2d78e6ae8e9cd216746c;ATTO_076;atto_76.pdf
GOLD_0027;GOLDEN;0;;;;;GOLD_0027.pdf;Delibere golden\GOLD_0027.pdf;244eb87ed4a96b91fa4a247f09bd434362c12caf40d3015a483997f3b7a29a68;ATTO_077;atto_77.pdf
GOLD_0028;GOLDEN;0;;;;;GOLD_0028.pdf;Delibere golden\GOLD_0028.pdf;3f98323189fe77a49d319730860eb6a7bbb7c5ce09173d0d0c67ed09ecce1c37;ATTO_078;atto_78.pdf
GOLD_0029;GOLDEN;0;;;;;GOLD_0029.pdf;Delibere golden\GOLD_0029.pdf;678010aa945ec52ac06173dc113b49c704e77f4ac72a9f860ee61a53634f57db;ATTO_079;atto_79.pdf
GOLD_0030;GOLDEN;0;;;;;GOLD_0030.pdf;Delibere golden\GOLD_0030.pdf;56e1ed8b8cf57866c5b82056dd61af06db228c976e8470d052bdbd0d2ea8e46c;ATTO_080;atto_80.pdf
GOLD_0031;GOLDEN;0;;;;;GOLD_0031.pdf;Delibere golden\GOLD_0031.pdf;88748465e49f7550a0f3fcf4b1e329c4ee88f121137ce24a2ebfaae59dff34c3;ATTO_081;atto_81.pdf
GOLD_0032;GOLDEN;0;;;;;GOLD_0032.pdf;Delibere golden\GOLD_0032.pdf;eaf7c298cb8df749f801ac10d0fd4c8bcd15dec98a5b05bbc40edc4643a29bf5;ATTO_082;atto_82.pdf
GOLD_0033;GOLDEN;0;;;;;GOLD_0033.pdf;Delibere golden\GOLD_0033.pdf;64a0705dca55937015506ae4603036040fa4ed330f526e242c6a1b0bbc80d625;ATTO_083;atto_83.pdf
GOLD_0034;GOLDEN;0;;;;;GOLD_0034.pdf;Delibere golden\GOLD_0034.pdf;e8dfe7286086073faf08aba6f9687eaf0d8767e074e65fd430984b03b32e54af;ATTO_084;atto_84.pdf
GOLD_0035;GOLDEN;0;;;;;GOLD_0035.pdf;Delibere golden\GOLD_0035.pdf;c2853d371beb9c317c6caaac0d8209fb2f2aa9f8c935e15cd8aa93f438193f0b;ATTO_085;atto_85.pdf
GOLD_0036;GOLDEN;0;;;;;GOLD_0036.pdf;Delibere golden\GOLD_0036.pdf;e90db5ab9c81579d677a08f164372315a89146ca92ae13681410e739f80a54bd;ATTO_086;atto_86.pdf
GOLD_0037;GOLDEN;0;;;;;GOLD_0037.pdf;Delibere golden\GOLD_0037.pdf;e93f6a274ecc05fc467d6be14dd928a81d618db6c2bc722af1d5d48f6f660b8d;ATTO_087;atto_87.pdf
GOLD_0038;GOLDEN;0;;;;;GOLD_0038.pdf;Delibere golden\GOLD_0038.pdf;32dd72d2b0e8bf33803272a033a630049a321741b96e5ec04334dcefe01dc431;ATTO_088;atto_88.pdf
GOLD_0039;GOLDEN;0;;;;;GOLD_0039.pdf;Delibere golden\GOLD_0039.pdf;4b8bf034c6b1deafa75671136e0a9d224222f048c998668c96a9356d0ba7f7f0;ATTO_089;atto_89.pdf
GOLD_0040;GOLDEN;0;;;;;GOLD_0040.pdf;Delibere golden\GOLD_0040.pdf;c481b6be584e2e35809ba1e79da2b5480b50429e03db3a31c70099095c1974cb;ATTO_090;atto_90.pdf
GOLD_0041;GOLDEN;0;;;;;GOLD_0041.pdf;Delibere golden\GOLD_0041.pdf;5919e1dbe3cbb3b250b5b70a220415855c0673a9a36d98a246a16330a5644a8a;ATTO_091;atto_91.pdf
GOLD_0042;GOLDEN;0;;;;;GOLD_0042.pdf;Delibere golden\GOLD_0042.pdf;6800c3c59c730320ed005ccff05b65ac7d3d28c1b4b8d8d2542dbbb9d6a631f3;ATTO_092;atto_92.pdf
GOLD_0043;GOLDEN;0;;;;;GOLD_0043.pdf;Delibere golden\GOLD_0043.pdf;49debf521437b16cd714a6e1dc33709b70cb0a959e33ddcf7bbeafee861d3dca;ATTO_093;atto_93.pdf
GOLD_0044;GOLDEN;0;;;;;GOLD_0044.pdf;Delibere golden\GOLD_0044.pdf;f9b66961b7be62606d06afc99076a97ddddc7a608b8f0bd2b0b9d18750d6aa1a;ATTO_094;atto_94.pdf
GOLD_0045;GOLDEN;0;;;;;GOLD_0045.pdf;Delibere golden\GOLD_0045.pdf;d6a72700366e79929065f2a8c23b1ba0e5a7b47b9e2103a28efb65d4279f58e3;ATTO_095;atto_95.pdf
GOLD_0046;GOLDEN;0;;;;;GOLD_0046.pdf;Delibere golden\GOLD_0046.pdf;849b9c41ac3d87ec4236d05b637470c3f3fce63c7b16715ad22891c9480c4e6c;ATTO_096;atto_96.pdf
GOLD_0047;GOLDEN;0;;;;;GOLD_0047.pdf;Delibere golden\GOLD_0047.pdf;aed7b5efc2897db978513ebf042816a68ffc6d90785cb99a9e4a9a5d72a5f463;ATTO_097;atto_97.pdf
GOLD_0048;GOLDEN;0;;;;;GOLD_0048.pdf;Delibere golden\GOLD_0048.pdf;79fd88f566bc95f69b966ba40e5722d5b7bdec86c6f8071dce69ed217d339a3b;ATTO_098;atto_98.pdf
GOLD_0049;GOLDEN;0;;;;;GOLD_0049.pdf;Delibere golden\GOLD_0049.pdf;c60ee17490dac9265f97c2887f21d0dcb8b85a29eb338ca788e36d86cc700807;ATTO_099;atto_99.pdf
GOLD_0050;GOLDEN;0;;;;;GOLD_0050.pdf;Delibere golden\GOLD_0050.pdf;de5079f66b7c2c6f2279edc6930a634a514ae1ea89cde3ef38f5c4c203b5f368;ATTO_100;atto_100.pdf
INPUT_0001;INPUT;0;;;;;INPUT_0001.pdf;Input\INPUT_0001.pdf;fd757e651b2d1ee5ebfb3813fca1c892a30bb9ea577c9630e9073fcefda083bd;ATTO_002;atto_2.pdf
INPUT_0002;INPUT;0;;;;;INPUT_0002.pdf;Input\INPUT_0002.pdf;2919c328480c93393999a5b06754661f549be63c18eb10f31a49dcaa22979563;ATTO_004;atto_4.pdf
INPUT_0003;INPUT;0;;;;;INPUT_0003.pdf;Input\INPUT_0003.pdf;19d23f7f5e01277df2f35222758db8d7278e67edfe11010bf2e1ed452db56607;ATTO_007;atto_7.pdf
INPUT_0004;INPUT;0;;;;;INPUT_0004.pdf;Input\INPUT_0004.pdf;ab6cd4ad0bab44afe1ae38fe4b1298c853232137df07a7d357230cc417b07d4e;ATTO_012;atto_12.pdf
INPUT_0005;INPUT;0;;;;;INPUT_0005.pdf;Input\INPUT_0005.pdf;8a46272312184c3a1fc95114e9542724eb764d4c4e8680a32582e96aa9d9c7ed;ATTO_016;atto_16.pdf
INPUT_0006;INPUT;0;;;;;INPUT_0006.pdf;Input\INPUT_0006.pdf;f65218b3ca81fbb417442de20ab65f992e2fa5e3b423c0b946d97ada3b678c85;ATTO_017;atto_17.pdf
INPUT_0007;INPUT;0;;;;;INPUT_0007.pdf;Input\INPUT_0007.pdf;522e00bbcb233db7fd1bb20fdc277fb2bf82792d25c872e0db2c869c5236268e;ATTO_023;atto_23.pdf
INPUT_0008;INPUT;0;;;;;INPUT_0008.pdf;Input\INPUT_0008.pdf;e166ad65ab97f019d610fc785d61d4aa7ba9b01a16f2e7ba361b8dc50cde070e;ATTO_028;atto_28.pdf
INPUT_0009;INPUT;0;;;;;INPUT_0009.pdf;Input\INPUT_0009.pdf;861d7f972d1e65c15df37a28b88839281c5991e926fed465da85fa7b1c9fbbdf;ATTO_029;atto_29.pdf
INPUT_0010;INPUT;0;;;;;INPUT_0010.pdf;Input\INPUT_0010.pdf;5196ba25d7f2fb6e608a07523feccc666faf6bd19b0234913349f2adad6081b9;ATTO_030;atto_30.pdf
INPUT_0011;INPUT;0;;;;;INPUT_0011.pdf;Input\INPUT_0011.pdf;d466eaab840277b200e1fc736921145a8e39e891d170671e64c8088bc3e36c87;ATTO_031;atto_31.pdf
INPUT_0012;INPUT;0;;;;;INPUT_0012.pdf;Input\INPUT_0012.pdf;84d40019eadf5b6d6f5e5971499072c7054b048c4cfaa8fec068602c88e2ab8f;ATTO_035;atto_35.pdf
INPUT_0013;INPUT;0;;;;;INPUT_0013.pdf;Input\INPUT_0013.pdf;9c63adf52846b8f69ba36c7964d09bb35e2fbdb78f74cd3e49f88b526f16644d;ATTO_037;atto_37.pdf
INPUT_0014;INPUT;0;;;;;INPUT_0014.pdf;Input\INPUT_0014.pdf;188897a18b6e65d9c8a04f1aa7ac8662c92e1bae1acf5ffe6aa72e4b5f6fc13a;ATTO_038;atto_38.pdf
INPUT_0015;INPUT;0;;;;;INPUT_0015.pdf;Input\INPUT_0015.pdf;4a2c393e6cb1533269ac952d92d8625f5441d23a38df028725f0580ef900413f;ATTO_042;atto_42.pdf
INPUT_0016;INPUT;0;;;;;INPUT_0016.pdf;Input\INPUT_0016.pdf;562f6eb78505f1dd68d30ddc2c71fb833d4e45e7c097a832f8e091275031eb28;ATTO_045;atto_45.pdf
INPUT_0017;INPUT;0;;;;;INPUT_0017.pdf;Input\INPUT_0017.pdf;b294b76c66b5da5a17b9da04e7414b6480c9d4404129316e64e86a53053f1e38;ATTO_050;atto_50.pdf
INPUT_0018;INPUT;0;;;;;INPUT_0018.pdf;Input\INPUT_0018.pdf;10b656f4b35bc5d65816a381ea516f1b74a0f2a03db0959d0e52dc3ed741fcea;ATTO_101;atto_101.pdf
INPUT_0019;INPUT;0;;;;;INPUT_0019.pdf;Input\INPUT_0019.pdf;82577938e4affe7b98a6eac958837a511bd996be0cced42a64ed21c08e262f3e;ATTO_102;atto_102.pdf
INPUT_0020;INPUT;0;;;;;INPUT_0020.pdf;Input\INPUT_0020.pdf;f56429ddde87543807b0c3641a9bcb187d11273255d29f95c457f8d43f1cbf8e;ATTO_103;atto_103.pdf
