nome_originale;percorso_originale;sha256;duplicato;duplicato_di;id_delibera;nome_assegnato;eliminato
atto_72.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_72.pdf;1151b9c9ab339915aa344031d48becdfbe9a42eba5072bb22d8a2087dd41e666;0;;ATTO_072;atto_72.pdf;0
atto_73.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_73.pdf;f5a4e23f239d0b552e5deffd016a44d14d880cc46e8f2ae32e2866a1a2b7bbdc;0;;ATTO_073;atto_73.pdf;0
atto_74.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_74.pdf;39dbdc8f2d0e51b0a13eec42bd4880cb0a55b68175327c4f15d762394e4f17d0;0;;ATTO_074;atto_74.pdf;0
atto_75.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_75.pdf;d0aa99b00b297243cf6042928bf3a833b6145a37c022f61eb9edd686bda55c55;0;;ATTO_075;atto_75.pdf;0
atto_76.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_76.pdf;68fc0cb324e8c0360afb116e75b42a5b982fe293da2b528c7a33615bfaf1e1bb;0;;ATTO_076;atto_76.pdf;0
atto_77.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_77.pdf;f6fb2b4f3bb6936b3f28365fe39f4606489c1db343a2331b85a6715377dc668f;0;;ATTO_077;atto_77.pdf;0
atto_78.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_78.pdf;96dfd66129ad68cee2c8ad2315e9a80d9c8eabeb58d3c7394f6ee7918c49e27f;0;;ATTO_078;atto_78.pdf;0
atto_79.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_79.PDF;ef641ea209d148f00c1f83aa023921eb53ea22c14d9026ec30232139340f2f4a;0;;ATTO_079;atto_79.PDF;0
atto_80.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_80.PDF;47b48337caeff70feda5f60d6d14bbaf4366eae36831518fd69839c5cdb2c10e;0;;ATTO_080;atto_80.PDF;0
atto_81.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_81.PDF;aa34e0d47d18469c373b7e35d3050fc6112c25b0efbffffc8ca79208029ce0ec;0;;ATTO_081;atto_81.PDF;0
atto_82.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_82.PDF;70e999a605aed6bc5df645495c4b195d7f2d906790c24fcf5b4346f70022c3c4;0;;ATTO_082;atto_82.PDF;0
atto_83.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_83.PDF;f56429ddde87543807b0c3641a9bcb187d11273255d29f95c457f8d43f1cbf8e;0;;ATTO_083;atto_83.PDF;0
atto_84.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_84.PDF;28bc14f9185742409c07204c784597abc63371f286c026144613ef17f109060a;0;;ATTO_084;atto_84.PDF;0
atto_85.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_85.PDF;2994f7cdc088a6030b9703d47bf0ecf5edb67ea1e6d52b74b11e517c453f3996;0;;ATTO_085;atto_85.PDF;0
atto_86.PDF;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_86.PDF;ffd7d6efe9e393bc4200717a522f2bb3a57f675f9ea99758b388274d00a10b98;0;;ATTO_086;atto_86.PDF;0
atto_87.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_87.pdf;e93f6a274ecc05fc467d6be14dd928a81d618db6c2bc722af1d5d48f6f660b8d;0;;ATTO_087;atto_87.pdf;0
atto_88.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_88.pdf;e2689123f0c0d3e7fd15bcb391de9e84a9ecd5fd5954deff77a83cfe9fd2c072;0;;ATTO_088;atto_88.pdf;0
atto_89.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_89.pdf;60c2b8b669c00d3539a3d36f4e419ecf12c644da0c8b4428a87b9aba22451a21;0;;ATTO_089;atto_89.pdf;0
atto_90.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_90.pdf;43a75b342a43127b18c75f99438b863c973afc4e4554644cc6a0eb48767843b2;0;;ATTO_090;atto_90.pdf;0
atto_91.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_91.pdf;72bf74a7785d276736ea5a1d1e8405670cb81e977115e6f4dec18c66bf31bfc4;0;;ATTO_091;atto_91.pdf;0
atto_92.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_92.pdf;6800c3c59c730320ed005ccff05b65ac7d3d28c1b4b8d8d2542dbbb9d6a631f3;0;;ATTO_092;atto_92.pdf;0
atto_93.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_93.pdf;49debf521437b16cd714a6e1dc33709b70cb0a959e33ddcf7bbeafee861d3dca;0;;ATTO_093;atto_93.pdf;0
atto_94.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_94.pdf;f9b66961b7be62606d06afc99076a97ddddc7a608b8f0bd2b0b9d18750d6aa1a;0;;ATTO_094;atto_94.pdf;0
atto_95.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_95.pdf;30f53d903b54de8a75d26f32c43e4996e082975c2675c733476958aacbc39799;0;;ATTO_095;atto_95.pdf;0
atto_96.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_96.pdf;849b9c41ac3d87ec4236d05b637470c3f3fce63c7b16715ad22891c9480c4e6c;0;;ATTO_096;atto_96.pdf;0
atto_97.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_97.pdf;185b1b8f5046ccd1ce08750d7ddc11e9472cab4970ac3e6add0462fd1cbca6c9;0;;ATTO_097;atto_97.pdf;0
atto_98.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_98.pdf;cc4f49303d5a880bf6d2ca3ab347c6b648ca89a080a7cda43646b776852da3eb;0;;ATTO_098;atto_98.pdf;0
atto_99.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_99.pdf;c38ee70085f0e9dfbbb5e46446a010fcd9d2eaf21e2fd3e3ae885a218e1f8358;0;;ATTO_099;atto_99.pdf;0
atto_100.pdf;C:\Users\itsci\Documents\Tirocinio\ScriptDataset\Delibere golden\atto_100.pdf;381572429b0519e3a6a366557ee00dc305bb30d786e58b45802b14448c79c1c3;0;;ATTO_100;atto_100.pdf;0
