id_atto;file_name;ocr;testo_completo_llm;golden_label
0011;atto_11.pdf;1;"COMUNEDIBELLUNO DECRETO R.5 DEL 31/03/2026 OGGETTO: INDIVIDUAZIONE SOSTITUTI COMPETENTI AD ASSUMERE ATTI IN CASO DI ASSENZA O IMPEDITMENTO DEL SEGRETARIO GENERALE, DEGLI ORGANIZZATIVI AUTONOMI. REVOCA DECRETO CON N.8 DEL SINDACO Richiamati: - l'articolo 50, comma 10, del d.lgs. 18/08/2000, n. 267 e ss.mm., il quale prevede che il sindaco nomini i responsabili degli uffici e dei servizi, attribuisca e definisca gli incarichi dirigenziali e quelli di collaborazione esterna secondo le modalità e i criteri stabiliti dagli articoli 109 e 110, nonché dai rispettivi statuti e regolamenti comunali; il regolamento di organizzazione degli uffici e dei servizi approvato con delibera di giunta comunale del 28/02/2018 n.33 e ss.mm. Premesso che: - in data 22/03/2021 è diventata efficace la nuova struttura organizzativa del Comune, approvata con delibera di giunta comunale del 01/03/2021 n. 35 e modificata nei termini con delibera di giunta comunale del 08/03/2021 n.";Decreto
0012;atto_12.pdf;1;"COMUNEDIBELLUNO DECRETO R.7 DEL 30/09/2025 COMUNALE ILSINDACO Visti: - gli art. 47 e 48 del testo unico degli Enti Locali d.lgs 18 agosto 2000, n. 267; - l'art. 35 dello statuto comunale, il quale recita: ""La Giunta è composta dal Sindaco e ad un numero di Assessori stabilito dal Sindaco, non superiore al numero massimo previsto dalla legge. Gli Assessori debbono essere in possesso dei requisiti di compatibilità ed eleggibilità alla carica di Consigliere. Per la rimozione delle cause di incompatibilità si applicano le norme stabilite dalla Legge per i Consiglieri comunali. La parità di genere è assicurata a norma di legge""; - l'art. 30 dello statuto comunale, il quale recita: ""Il Sindaco nomina, fra gli Assessori, un Vice Sindaco che lo sostituisce in via generale, anche quale ufficiale di Governo, ne caso previsto dalla legge. In caso di assenza del Sindaco ed del Vice Sindaco, le funzioni del Sindaco, anche quale ufficiale di Governo, sono esercitate dall'Assessore anziano."";";Decreto
0013;atto_13.pdf;0;Deliberazione del Consiglio Comunale Oggetto: Schema di Convenzione, ai sensi dell'art. 30 del Decreto Legislativo n. 267/2000, tra i comuni dell’Ambito Territoriale Sociale Medio Molise per l’esercizio e la gestione in forma associata del sistema integrato degli interventi e dei servizi sociali e socio-sanitari territoriali APPROVAZIONE. L’anno duemilaventisei il giorno nove del mese di marzo alle ore 0:00 in Campobasso, nella sala delle adunanze consiliari. Previo avviso scritto, consegnato in tempo utile a ciascun Consigliere, si è riunito il Consiglio Comunale di Campobasso in seduta Straordinaria di Prima convocazione, sotto la presidenza del Consigliere Giovanni Varra e con la partecipazione del Segretario Generale del Comune Anna Maria Guglielmi.;DeliberaConsiglio
0014;atto_14.pdf;0;"Città di Campobasso Deliberazione della Giunta Comunale Deliberazione N. 84 Oggetto: Terza edizione del ""Musica Italia Grand Prize"". Concessione contributo. L’anno duemilaventisei il giorno dieci del mese di aprile alle ore 9:12 in Campobasso, nella Sede Comunale. A seguito della convocazione disposta dalla Sindaca Marialuisa Forte si è riunita la Giunta Comunale nelle persone dei Signori: Forte Marialuisa Sindaca; Chierchia Bibiana Assessore; Cretella Simone Assessore; Trivisonno Giuseppe Vice Sindaco; Fraracci Adele Assessore; Marcheggiani Angelo Assessore; Panichella Giuseppina Assessore; Bucci Raffaele Assessore. Presenti num. 9 e assenti num. 0. Con la partecipazione del Segretario Generale del Comune Dirigente Anna Maria Guglielmi";DeliberaGiunta
0015;atto_15.pdf;0;"Città di Campobasso Deliberazione della Giunta Comunale Deliberazione N. 98 Oggetto: Graduazione della retribuzione di posizione e definizione della retribuzione di risultato in favore del Segretario Generale, ai sensi del CCNL del 23.02.2026. Determinazioni. L’anno duemilaventisette il giorno ventinove del mese di aprile alle ore 12:10 a Campobasso, nella Sede Comunale. A seguito della convocazione disposta dalla Sindaca Marialuisa Forte si è riunita la Giunta Comunale nelle persone dei Signori: Forte Marialuisa Sindaca; Chierchia Bibiana Assessore; Cretella Simone Assessore; Trivisonno Giuseppe Vice Sindaco; Fraracci Adele Assessore; Marcheggiani Angelo Assessore; Panichella Giuseppina Assessore. Bucci Raffaele Assessore Assente. presenti num. 8 e assenti num. 1.";DeliberaGiunta
0016;atto_16.pdf;0;Città di Campobasso Deliberazione della Giunta Comunale Deliberazione N. 100 Oggetto: Installazione luminarie decorative al centro storico. Determinazioni. L’anno duemilaventisei il giorno ventinove del mese di aprile alle ore 12:50 in Campobasso, nella Sede Comunale. A seguito della convocazione disposta dalla Sindaca Marialuisa Forte si è riunita la Giunta Comunale nelle persone dei Signori: Forte Marialuisa Sindaca Chierchia Bibiana Assessore Cretella Simone Assessore (in videoconferenza) Maio Mimmo Assessore (in videoconferenza) Trivisonno Giuseppe Vice Sindaco (in videoconferenza) Fraracci Adele Assessore Marcheggiani Angelo Assessore Panichella Giuseppina Assessore Bucci Raffaele Assessore (Assente) presenti num. 8 e assenti num. 1. Con la partecipazione del Segretario Generale del Comune Dirigente Anna Maria Guglielmi;DeliberaGiunta
0017;atto_17.pdf;0;"Città di Campobasso Deliberazione della Giunta Comunale Deliberazione N. 102 Oggetto: Modifica del Disciplinare Attuativo per i Servizi di Assistenza Socio-Sanitaria in favore delle persone in condizione di fragilità economica e sociale, nell'ambito del progetto ""Ambulatorio Solidale"". L’anno duemilaventisei il giorno ventinove del mese di aprile alle ore 12:50 in Campobasso, nella Sede Comunale. A seguito della convocazione disposta dalla Sindaca Marialuisa Forte si è riunita la Giunta Comunale nelle persone dei Signori: Forte Marialuisa Sindaca, Chierchia Bibiana Assessore, Cretella Simone Assessore, Trivisonno Giuseppe Vice Sindaco, Fraracci Adele Assessore, Marcheggiani Angelo Assessore, Panichella Giuseppina Assessore, Bucci Raffaele Assessore. presenti num. 9 e assenti num. 0.";DeliberaGiunta
0018;atto_18.pdf;1;N.411 CITTA' DITORINO SERVIZIOCENTRALE CONSIGLIO COMUNALE RACCOLTADEIREGOLAMENTIMUNICIPALI REGOLAMENTOCOMUNALE PER LADISCIPLINA DEI CONTRATTI Approvato con deliberazione del Consiglio Comunale in data 2 dicembre 2024 (DEL 730/2024 e allegato), esecutivo dal 29 dicembre 2024. INDICE TITOLO I - PARTE GENERALE SEZIONE I - disposizioni generali Articolo 1 - Principi e finalità Articolo 2 - Definizioni. Articolo 3 - Rapporti con altre fonti e con i regolamentari della Città Articolo 4 - Centrali di committenza . SEZIONE II - competenze e attribuzioni degli organi dell'ente : Articolo 5 - Competenze degli Organi politici. Articolo 6 - Competenze del Segretario Generale Articolo 7 - Competenze dei Dirigenti. Articolo 8 - Attribuzioni dei Dipartimenti, delle Divisioni, dei Servizi e delle Circoscrizioni per l'acquisto di beni, servizi e lavori. SEZIONE III - disposizioni comuni . Articolo 9 - Pubblicità e trasparenza. Articolo 10 - Programmazione dei lavori e degli acquisti di beni e servizi.;Regolamento
0019;atto_19.pdf;0;STATUTO DEL COMUNE DI SIENA approvato con deliberazione del Consiglio Comunale n.205 del 11.10.2000 modificato con deliberazioni del Consiglio Comunale n.135 del 17.4.2003, n.101 del 4.4.2006 e n.171 del 15.11.2018 CAPO II ATTIVITA’ NORMATIVA DEL COMUNE TITOLO II ORDINAMENTO ISTITUZIONALE CAPO II LA GIUNTA COMUNALE CAPO III IL SINDACO TITOLO III IL DECENTRAMENTO TITOLO IV ORGANIZZAZIONE DEGLI UFFICI E DEI SERVIZI Art. 54 Principi generali Art. 55 Criteri di organizzazione Art. 56 Articolazione della struttura organizzativa e gestionale Art. 57 Regolamento sull’ordinamento degli uffici e dei servizi;Statuto
0020;atto_20.pdf;0;"CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITÀ PARTIGIANA DETERMINAZIONE DIRIGENZIALE Area Servizi alla persona N. 122 DEL 16/02/2026 OGGETTO: AREA SERVIZI ALLA PERSONA – AMMISSIONE E ASSEGNAZIONE CONTRIBUTI E VANTAGGI ECONOMICI A SOSTEGNO DI INIZIATIVE/ATTIVITÀ REALIZZATE DA ENTI O ASSOCIAZIONI – ANNO 2026 I L D I R I G E N T E PREMESSO che: CONSIDERATO le modalità di erogazione e i criteri di assegnazione definiti dal Regolamento; VISTO l’Avviso Pubblico per la concessione di contributi e vantaggi economici a sostegno di iniziative/attività realizzati da enti o associazioni – anno 2026, approvato con Determinazione Dirigenziale n. 1145 del 23/12/2025; DATO ATTO che: Ente/Associazione richiedente Titolo del progetto 1 FONDAZIONE ANT FRANCO PANNUTI - E.T.S. Via Jacopo di Paolo, n. 36 - Bologna ""Supporto psicologico ANT per i malati oncologici, famiglie e caregiver di Imola e provincia""";Determina
0021;atto_21.pdf;1;Settore Risorse Umane Servizio Relazioni Sindacali Trattamenti Economici Milano Milano, 14 Luglio 2005 Comune di Milano Protocollo d'Intesa Sindacale Le Parti, pubblica e sindacale che sottoscrivono il presente Protocollo d’Intesa Sindacale, concordano: che le progressioni orizzontali per gli anni 2003, 2004 e 2005 saranno realizzate nei contingenti e con le decorrenze di cui alle tabelle allegate (Allegati dal n. 1 al n.4) che le tabelle sopraccitate saranno oggetto di verifica nel prossimo mese di Settembre, per quanto attiene la coerenza rispetto alle preintese già sottoscritte, diverse decorrenze e la maturazione dei requisiti di accesso, come concordati. che le stesse tabelle saranno oggetto di verifica, con riguardo alle risultanze della definizione delle risorse decentrate, ai sensi dell’art. 17, CCNL vigente. Si concorda, inoltre, la ripresa del confronto nella prima quindicina di Settembre p.v., per la definizione delle priorità da affrontare per i contenuti del CCDI.;AccordoSindacale
0022;atto_22.pdf;1;Direzione Centrale Risorse Umane Milano Comune di Milano Area del personale non appartenente alla Dirigenza Accordo 1 Disegno di Legge relativo alla manovra finanziaria per l'anno 2007, al pari delle precedenti leggi finanziarie, insiste sull'obiettivo del contenimento della spesa del personale e sul rispetto del patto di stabilità interno. Nel rispetto di tali disposizioni il Disegno di Legge attualmente prevede il consolidamento dei rapporti di lavoro a termine concedendo alle pubbliche amministrazioni la possibilità di assumere a tempo indeterminato il personale che ha maturato un'anzianità di servizio di almeno tre anni nell'ultimo quinquennio. Ferma restando che lo scenario della manovra finanziaria potrebbe modificarsi con nuove andate o opzioni, sindacali, considerato che il personale che ha già prestato servizio per il Comune di Milano ha;AccordoSindacale
0023;atto_23.pdf;1;"CITTADIPORTICI STATUTO SUCCESSIVA DI CHIARIMENTI N.46 DEL 24.04.98; ENTRATO IN VIGORE IL 13 AGOSTO 1998; MODIFICATO ED INTEGRATO CON DELIBERAZIONE DI C.C.N.1 DEL APPROVAZIONE”(nel testo le relative modificazioni ed integrazioni vengono riportate in grassetto). LESUDDETTEMODIFICAZIONIEDINTEGRAZIONISONOENTRATEIN VIGOREIL3APRILE2000. TITOLO I PRINCIPALI GENERELLI ORDINAMENTO CAPO I LA COMUNITA', L'AUTONOMIA, LO STATUTO Art.1 La comunita 1. Lordinamento giuridico autonomo garantisce ai cittadini appartenenti alla Comunita leffettiva partecipazione, libera e democratica, all'attivita politico - amministrativa del Comune. 2. La Comunita esprime, attraverso gli organi elettivi che la rappresentano e le forme di partecipazione e consultazione previste dallo statuto e dalla Legge, le scelte con cui individua i propri";Statuto
0024;atto_24.pdf;0;"COMUNE DI REGGIO CALABRIA STATUTO TITOLO I DISPOSIZIONI GENERALI CAPITOLO I Il Comune Art. 1 Autonomia del Comune Art. 2 Obiettivi Art. 3 Funzioni: - assicura condizioni di pari opportunità tra uomo e donna per l’accesso al lavoro ed il trattamento sul lavoro; promuove azioni positive per garantire pari opportunità e favorisce la presenza di entrambi i sessi nei propri organi collegiali nonché negli enti, aziende ed istituzioni da esso dipendenti; organizza tempi, modalità e strutture della vita urbana per rispondere alle esigenze di tutti i cittadini; promuove ed attua un organico assetto del territorio, nel quadro di un programmato sviluppo degli insediamenti umani, delle infrastrutture sociali e degli impianti industriali, turistici e commerciali.";Statuto
0025;atto_25.pdf;0;FOGLIO NOTIZIE APPROVATO CON DELIBERAZIONI DEL CONSIGLIO COMUNALE N. 34 DEL 01/04/2014 – N. 39 DEL 02/04/2014 – N. 40 DEL 07/04/2014. PUBBLICATO ALL’ALBO PRETORIO DAL 23/04/2014 AL 22/05/2014 PUBBLICATO NEL BOLLETTINO UFFICIALE DELLA REGIONE VENETO N. 47 DEL 02/05/2014 MODIFICATO CON DELIBERAZIONI DEL CONSIGLIO COMUNALE N. 73 DEL 05/11/2015 – N. 75 DEL 16/11/2015 – N. 81 DEL 23/11/2015. PUBBLICATO ALL’ALBO PRETORIO DAL 9/12/2015 AL 07/01/2016 PUBBLICATE MODIFICHE NEL BOLLETTINO UFFICIALE DELLA REGIONE VENETO N. 118 DEL 18/12/2015 MODIFICATO CON DELIBERAZIONI DEL CONSIGLIO COMUNALE N. 32 DEL 14/05/2018 – N. 33 DEL 21/05/2018 – N. 3;Statuto
0026;atto_26.pdf;0;"COMUNE DI FIRENZE PROVEDIMENTO DIRIGENZIALE Numero: 2007/DD/00005 Del : 15/01/2007 Esecutivo da: 16/01/2007 OGGETTO: Impegno di spesa per ristrutturazione locali via Assisi n. 20 destinati a nuova sede del Centro di Formazione Professionale Ditta ELETTROMECCANICA CENTRALE snc IL DIRETTORE Premesso: spesa nei limiti dello stanziamento del bilancio 2007, in attesa dell’approvazione del PEG; Dato atto della regolarità tecnica del presente provvedimento; Visto l’art. 183 del D.Lgs. n. 267/00; Visto l’art. 81 dello Statuto del Comune di Firenze; Visto il vigente regolamento sui contratti; Visto l’art. 13, comma 3 e l’art. 14 del Regolamento di Organizzazione del Comune di Firenze; DETERMINA impegno di spesa a favore della ditta ELETTROMECCANICA CENTRALE s.n.c. destinati a nuova sede del Centro di Formazione Professionale.";Determina
0027;atto_27.pdf;1;"COMUNEDIFIRENZE PROVEDIMENTODIRIGENZIALE Numero: 2007/DD/00010 Del: Esecutivo da: Proponenti: Amministrativa -Dir.Servizi Tecnici DirezioneServizi Tecnici ServizioGestioneEManutenzione OGGETTO: Adeguamento alle norme di sicurezza delle scuole elementare e materna Nencioni edella media Machiavelli. Impegno di spesa a favore della ditta BRACCINI e CARDINI Srl. CODICE OPERA 050260CUPH26C07000000004 ILDIRIGENTE Premesso: che con delibera n.93/996,del 22/12/06,il Consiglio Comunale ha approvato il Bilancio annuale di revisione 2007il bilancio triennale 2007-2009 e la relazione previsionale e programmatica; che con Delib.891/1062del28/12/06 é stata autorizzata l'assunzione di impegno di spesa nei limiti dell'anzianamento del Bilancio 2oo7in attesa dell'approvazione del PEG; che con delibera di Giunta 350/291 é stato approvato il progetto definitivo 36/06 inerentei lavori per l'adeguamento alle norme di sicurezza della scuola elementare e materna Nencioni edella media Machiavelli.";Determina
0028;atto_28.pdf;0;CITTÀ DI IMOLA MEDAGLIA D’ORO AL VALORE MILITARE PER ATTIVITA’ PARTIGIANA Area Gestione e sviluppo del territorio Atto monocratico n. 682 del 27/05/2025 OGGETTO: AGGIORNAMENTO DELL'ALLEGATO 1 AL TOMO III DEL RUE A SEGUITO DELLA RATIFICA CON DELIBERAZIONE CONSILIARE N. 28 DEL 27/03/2025 DELLA VARIANTE AL PSC E RUE NELL’AMBITO DEL PROCEDIMENTO UNICO EX ART. 53 COMMA 1 LETTERA A) DELLA LR 24/2017 PER LA DEMOLIZIONE DI FABBRICATI ESISTENTI E LA NUOVA COSTRUZIONE DI UN EDIFICIO DESTINATO A “CASA DEGLI EVENTI” ALL’INTERNO DEL PERIMETRO DELL’AUTODROMO ENZO E DINO FERARRI – DITTA CON.AMI;Decreto
0029;atto_29.pdf;1;COMUNE DIFIRENZE PROVEDIMENTODIRIGENZIALE Numero: 2007/DD/00001 Del: Esecutivo da: Proponenti: Direzione Servizi Tecnici OGGETTO: APPROVAZIONE CRELATIVI LAVORI DI MANUTENZIONE STRAORDINARI PIANIVIARIE MARCIAPIEDIQUARTIERE5ANNO2006-IMPRESARAGAZZINICOMORDINIBITTINISTRUZIONISRL ILDIRIGENTE PREMESSO - che con deliberazione 108 del 7/03/2006 è stato approvato il progetto esecutivo relativo alla manutenzione straordinaria dei piani viari del Quartiere 5 (contratto aperto) anno 20065 per un importo complessivo di €. 249.621,09 - che con Determinazione 4622 del 12/06/06 i lavori sono stati affidati mediante astapubblica alladitta RAGAZZINICOMORDINIBITTINIchehaoffertoilribassodel 18,13%comedacontratto29/06/06 Rep.61079 e pertanto il quadro economico risulta essere: a) per i lavori al netto del ribasso dell'18,13% b) per oneri per la sicurezza sommano;Determina
0030;atto_30.pdf;0;"COMUNE DI FIRENZE PROVEDIMENTO DIRIGENZIALE Numero: 2007/DD/00037 Del : 02/02/2007 Esecutivo da: 12/02/2007 OGGETTO: Lavori di manutenzione ordinaria per riparazioni agli impianti idraulici, sanitari ed antincendio della scuola primaria e dell’infanzia Marconi via Mayer 5. Impegno di spesa a favore della ditta Termotecnica Picchiarini s.a.s. IL DIRETTORE Premesso che: Ritenuto, pertanto, di affidare i lavori di cui trattasi, tramite cottimo fiduciario, alla ditta Termotecnica Picchiarini in quanto ditta di fiducia dell’Amministrazione Comunale, avendo l’impresa in questione dichiarato di essere da subito disponibile ad eseguire i lavori ed avendo presentato un’offerta con un ribasso del 5% sui prezzi di capitolato; Vista l’offerta della ditta stessa presentata in data 04/12/06 da ritenersi economicamente congrua.";Determina
0031;atto_31.pdf;0;"COMUNE DI FIRENZE PROVEDIMENTO DIRIGENZIALE Numero: 2007/DD/00024 Del : 18/01/2007 Esecutivo da: 19/01/2007 OGGETTO: Scuola materna Varlungo Dionisi – interventi di recupero edilizio e ristrutturazione per adegumento alle norme di sicurezza antincendio e di igiene con abbattimento barriere architettoniche. Impegno di spesa a favore della ditta S.E.F. SOCIETA' EDILE FIORENTINA S.R.L. IL DIRIGENTE Premesso: Visto l’allegato verbale di aggiudicazione in data 09.11.06 rep. 61216; Vista l’offerta dell’impresa aggiudicataria in data 03.11.06; Ritenuto pertanto di assumere con il presente atto i seguenti impegni di spesa: Dato atto della regolarità tecnica del presente provvedimento; Visto l’art. 183 del D.Lgs n 267/00; Visto l’art. 81 del vigente Statuto; Visto il vigente regolamento sui contratti.";Determina
0032;atto_32.pdf;0;CITTA' DI TRAPANI Provincia di Trapani Medaglia d'Oro al Valor Civile Ordinanza del Sindaco Proposta n. SERVIDIN 845/2026 Ordinanza n. 13 del 17/02/2026 Oggetto: ATTIVAZIONE MISURE DI PREVENZIONE IN CONSEGUENZA DELLE AVVERSE CONDIZIONI METEOROLOGICHE PREVISTE PER LA GIORNATA DEL 17/02/2026. IL SINDACO VISTA LA SEGUENTE PROPOSTA: Il sottoscritto dirigente, dott. Ignazio Bacile, attesta di non versare in ipotesi di conflitto di interesse, nemmeno potenziale, proprio o dei soggetti indicati dall’art. 7 del dpr 62/2013, e di aver acquisito analoga dichiarazione dai dipendenti che hanno collaborato all’istruttoria, sottopone al Sindaco la seguente proposta di Ordinanza contigibile ed urgente. Richiamata integralmente l'Ordinanza Sindacale n. 2 del 18/1/2026, adottata in relazione all’allerta meteo diramata dal Centro Funzionale Regionale.;Ordinanza
